"host_total_listings_count","room_type","latitude","longitude","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","availability_365","number_of_reviews"
5,"Entire home/apt",42.3747957280972,-71.0340408358955,1,2,2,34,2,74,7,28
2,"Entire home/apt",42.3358946311416,-71.040148129492,2.5,2,2,110,49,82,295,1
2,"Private room",42.3148274846066,-71.1129548115111,1,1,1,348,1,1,348,61
1,"Entire home/apt",42.3491756140196,-71.0905427137297,1,0,2,27,1,1,26,20
1,"Private room",42.3516028567051,-71.1265135002055,1,1,1,305,1,3,0,1
1,"Entire home/apt",42.3302898723852,-71.0938218308697,1,1,2,103,1,97,157,55
3,"Entire home/apt",42.3430539080543,-71.0825901431596,1,1,2,66,8,101,253,10
2,"Private room",42.341086810726,-71.1504817667136,1,1,1,187,1,3,0,3
1,"Entire home/apt",42.3532957100025,-71.077786368877,1,0,2,67,1,1,195,83
982,"Entire home/apt",42.3437209291684,-71.1002555090442,1,1,1,36,1,4,360,0
3,"Entire home/apt",42.3419876233873,-71.0968773961533,1,2,2,147,1,82,0,3
2,"Entire home/apt",42.3513057449877,-71.0826803386297,1,0,1,107,14,2,162,54
4,"Private room",42.319661573875,-71.0537415829258,1,1,1,347,34,82,361,1
1,"Entire home/apt",42.3585056588919,-71.1294446868764,1,2,2,32,1,1,0,0
1,"Private room",42.2860960374487,-71.1401864538346,1,0,1,271,1,1,0,0
339,"Entire home/apt",42.3493030253494,-71.0613296131288,1,1,2,152,1,4,177,0
1,"Entire home/apt",42.3430242818849,-71.1449248533735,1,1,1,8,2,55,0,1
1,"Private room",42.33488267664,-71.0450075073043,1,1,1,348,2,2,135,36
10,"Entire home/apt",42.3577670574525,-71.0621800724523,1,1,1,88,49,24,115,15
1,"Entire home/apt",42.3548570374132,-71.0612284541461,1,1,1,163,1,77,26,35
2,"Private room",42.3327097109492,-71.0400061403456,1,1,1,348,2,67,22,2
2,"Entire home/apt",42.3593551117983,-71.1293544056681,1,1,3,97,1,1,328,16
1,"Private room",42.3427572572321,-71.0888988788575,1,1,1,342,1,35,0,6
1,"Shared room",42.3518956484432,-71.1295803573693,1,1,1,295,1,81,0,20
1,"Entire home/apt",42.3100878951194,-71.1026672618445,1,1,1,344,8,3,0,7
1,"Entire home/apt",42.336160126847,-71.0747932908139,1,1,1,135,34,89,129,32
4,"Shared room",42.3353396119432,-71.054053872985,1,1,1,268,8,81,65,3
982,"Entire home/apt",42.3444229427212,-71.0989081023193,2,2,2,87,1,4,360,0
1,"Private room",42.3106877955051,-71.1066884855364,1,0,1,230,1,1,0,0
4,"Private room",42.3545164428779,-71.1396132767634,1,1,2,360,1,107,288,31
1,"Entire home/apt",42.3117586245832,-71.1118364894621,2,2,3,135,1,1,0,0
24,"Private room",42.2869784175781,-71.064951195964,1,1,1,301,49,82,317,0
1,"Entire home/apt",42.3327319272659,-71.0415371276458,1,1,1,57,2,61,0,28
4,"Private room",42.3134357898926,-71.1081751444013,2,1,1,271,1,61,317,61
9,"Private room",42.3198858776335,-71.0813693929573,1,1,1,261,8,3,0,4
5,"Private room",42.3264204205699,-71.0901327054734,1,1,1,342,1,1,64,26
982,"Entire home/apt",42.3316731714408,-71.1123479035524,1,2,2,81,2,4,360,0
6,"Entire home/apt",42.3503823228039,-71.0882771582653,1,1,1,147,14,97,3,36
3,"Entire home/apt",42.3553705755677,-71.0622304653663,1,2,2,176,12,88,239,92
18,"Entire home/apt",42.3665309865875,-71.056525648781,1,3,4,44,24,70,39,77
1,"Private room",42.3438416723756,-71.0700746883121,1,1,1,360,1,113,5,22
2,"Private room",42.2790235138402,-71.1506114676217,1,1,1,8,1,1,0,0
6,"Private room",42.2890479625415,-71.0632095517401,1,1,2,326,27,74,336,95
14,"Private room",42.3695299118852,-71.0351508532124,1,1,1,335,1,94,0,149
1,"Entire home/apt",42.3748656282036,-71.0605230194687,1,1,1,302,1,1,0,0
1,"Entire home/apt",42.341371911433,-71.0694957459258,1,1,1,145,1,1,275,0
3,"Entire home/apt",42.3431378878538,-71.0818152109451,1,2,4,16,24,19,144,12
630,"Entire home/apt",42.3510759269965,-71.0651692151251,1,1,2,36,45,9,83,8
5,"Private room",42.2809979501284,-71.0940950159887,2,1,5,61,24,97,352,35
1,"Private room",42.3354593534206,-71.0348885515613,1,1,1,32,1,1,15,0
1,"Entire home/apt",42.2956141887515,-71.1460807977059,1.5,3,4,147,24,4,41,3
2,"Private room",42.3183830191042,-71.101878095943,1,1,1,12,24,100,77,36
1,"Private room",42.3372288251403,-71.1514331530688,1,1,1,110,1,1,0,0
4,"Private room",42.2988761481175,-71.0648909644553,1.5,1,2,310,1,1,346,174
1,"Entire home/apt",42.3822654898631,-71.0699925748792,1.5,2,2,125,2,82,0,11
16,"Entire home/apt",42.3497090862121,-71.1414973297687,1,2,3,130,1,104,342,38
4,"Entire home/apt",42.3122200346917,-71.1171256858825,1,1,1,56,2,61,331,17
2,"Entire home/apt",42.3599667279123,-71.0648846691376,1,1,1,125,14,70,0,5
1,"Entire home/apt",42.3437107319188,-71.0839473008978,1,0,2,67,8,55,0,0
339,"Entire home/apt",42.3443235486178,-71.0975632890259,2,2,3,212,1,4,173,1
6,"Entire home/apt",42.381578536631,-71.0284536965823,1,2,3,360,34,97,342,22
1,"Entire home/apt",42.3381392579313,-71.0756268168095,2.5,2,2,167,49,4,0,7
505,"Entire home/apt",42.3458227222676,-71.0800928582302,1,1,2,253,2,17,339,0
1,"Entire home/apt",42.376304777459,-71.032691033413,1,1,1,56,1,77,335,31
2,"Shared room",42.351240796916,-71.0738293403293,1,1,1,310,1,81,0,74
26,"Entire home/apt",42.3438522524612,-71.0792530767554,1,0,1,36,1,1,339,28
1,"Private room",42.288568720165,-71.1162136638471,1.5,2,2,334,1,55,15,11
1,"Entire home/apt",42.3225134054146,-71.05745688773,1.5,2,2,17,8,77,36,4
1,"Private room",42.3606601701965,-71.066725598804,1,1,1,103,1,1,0,9
1,"Entire home/apt",42.3108166131753,-71.098876390026,1,1,2,360,2,55,133,31
2,"Private room",42.2793089734117,-71.1350555166147,1,1,1,310,1,55,355,0
26,"Entire home/apt",42.3496117086747,-71.0606228627643,1,2,2,104,45,19,182,10
630,"Entire home/apt",42.3554781830611,-71.0580882023818,1,1,2,36,45,6,98,15
1,"Private room",42.3808083967126,-71.0374422609932,1,1,1,326,1,3,35,54
9,"Private room",42.3199429488989,-71.081541714742,1,1,1,256,8,3,0,8
505,"Entire home/apt",42.3643648896266,-71.0634872476537,2,2,3,253,1,17,298,12
1,"Private room",42.288044268518,-71.0609692718546,1,1,1,296,1,55,161,22
1,"Entire home/apt",42.3456316013731,-71.0949644212408,1,0,1,335,1,1,6,21
1,"Entire home/apt",42.3434812147286,-71.0966854702966,1,1,1,348,2,97,358,0
85,"Entire home/apt",42.3449072998428,-71.0752341506205,1,0,1,110,1,89,146,11
2,"Entire home/apt",42.3129120118598,-71.0493936609609,1,0,2,42,1,61,39,34
4,"Entire home/apt",42.3443730787169,-71.0645765306758,2,2,3,85,34,117,0,28
982,"Entire home/apt",42.3495327301612,-71.0607307798942,1,1,1,36,1,4,360,0
11,"Private room",42.3177835520386,-71.108744572821,1,1,1,310,1,1,349,2
30,"Private room",42.3609326307388,-71.1254883714559,1,1,1,314,1,74,146,45
11,"Private room",42.2902063266669,-71.0602705978715,1.5,2,1,319,1,1,363,1
364,"Entire home/apt",42.3496535200814,-71.048274136886,1,1,1,62,2,4,348,0
982,"Entire home/apt",42.3452226145224,-71.1005688514913,1,1,1,40,1,4,360,0
183,"Entire home/apt",42.3629831181628,-71.0640724552658,2,2,2,277,1,1,0,0
364,"Entire home/apt",42.3430200551119,-71.0994145598559,1,1,1,293,1,4,355,0
1,"Private room",42.3116069779913,-71.0461272194983,1,1,1,328,8,35,0,5
630,"Entire home/apt",42.3539162028832,-71.0590838028465,1,0,1,46,45,111,73,14
1,"Entire home/apt",42.3551105694749,-71.1509027255344,1,2,2,98,8,1,0,3
1,"Entire home/apt",42.3456683150742,-71.1046515203874,2.5,2,2,184,1,4,215,64
11,"Private room",42.3564511935856,-71.1366102236665,1.5,1,1,286,1,82,365,0
364,"Entire home/apt",42.343595450051,-71.1019923715667,1,1,1,229,1,4,361,0
1,"Entire home/apt",42.3365186591677,-71.0696988629383,1,1,1,106,49,82,275,19
2,"Entire home/apt",42.2986632486631,-71.060877459216,1,3,3,72,49,89,268,80
364,"Entire home/apt",42.3634042361897,-71.0686640533519,1,1,1,54,2,4,341,0
1,"Entire home/apt",42.3760010186674,-71.0500152567984,1,1,1,12,2,80,104,16
9,"Entire home/apt",42.3573840778925,-71.0674975702054,1,0,1,52,2,4,6,23
5,"Entire home/apt",42.3505521601441,-71.0616861426725,1,2,2,181,8,93,337,114
13,"Private room",42.3096173742222,-71.0655534335126,2,1,1,271,8,79,343,5
4,"Private room",42.3643713981595,-71.0349557164705,1,1,1,348,1,1,140,160
1,"Private room",42.3285339553084,-71.0538585392392,1,1,1,22,2,35,0,136
1,"Private room",42.3362841035993,-71.0769602151457,1.5,1,1,88,1,1,0,0
1,"Entire home/apt",42.3437735018,-71.0686278341864,1,2,3,218,1,74,336,58
1,"Private room",42.3427190204281,-71.0797904624219,1,1,1,57,1,1,64,1
2,"Entire home/apt",42.3095604922725,-71.1034218049574,1,2,2,149,1,24,29,6
13,"Private room",42.3526171978666,-71.1341654912869,2,1,1,217,1,35,0,15
630,"Entire home/apt",42.3365376843595,-71.0758186695605,1,2,2,184,45,13,100,1
982,"Entire home/apt",42.3438661424712,-71.102267409682,1,1,1,48,1,4,360,1
13,"Private room",42.319602404131,-71.0570307551477,1,1,1,326,27,70,109,4
3,"Entire home/apt",42.3602673013916,-71.0539141529818,3,3,3,333,49,4,232,2
2,"Entire home/apt",42.3341226868493,-71.0550548160525,2,2,2,140,1,1,0,4
1,"Entire home/apt",42.3215816481426,-71.0904721775076,2,4,6,57,49,101,13,119
1,"Entire home/apt",42.3742807170843,-71.0622667906116,1,1,1,103,1,85,133,41
1,"Entire home/apt",42.3528317816113,-71.1329558689597,1,1,2,83,24,61,60,38
364,"Entire home/apt",42.3521367148909,-71.0629315072513,2,2,2,336,1,4,362,1
1,"Entire home/apt",42.3322426555813,-71.0403208052543,1.5,3,2,128,1,1,0,3
13,"Private room",42.3530080657724,-71.1326862574663,1,1,1,217,24,61,0,14
7,"Private room",42.3382013365785,-71.0797540096779,1,1,2,331,14,73,17,5
1,"Entire home/apt",42.3081752853706,-71.1100948429097,1.5,1,1,130,5,104,37,47
2,"Entire home/apt",42.3316165514029,-71.0832574173698,1,0,1,25,24,76,62,13
1,"Private room",42.3822226151097,-71.0791605844585,1,1,1,335,1,1,127,0
364,"Entire home/apt",42.3486196313232,-71.0609843168994,2,2,2,336,1,4,357,2
2,"Entire home/apt",42.316423406732,-71.105027092965,1,2,3,147,34,101,158,6
1,"Private room",42.3004756384869,-71.0769702940119,1,1,1,319,1,3,363,1
2,"Entire home/apt",42.3436209008292,-71.067992576338,1,2,3,147,49,4,342,46
4,"Entire home/apt",42.3464836329618,-71.1413392296801,1,0,1,1,8,82,81,0
630,"Entire home/apt",42.347389172405,-71.1064657030226,1,1,2,36,45,7,61,17
5,"Private room",42.3589061174676,-71.1440086182883,1,1,1,246,34,82,342,3
2,"Private room",42.3205974849258,-71.1057982566231,1,1,1,246,1,1,126,12
1,"Entire home/apt",42.3162534299589,-71.1135421921484,1,2,2,93,8,97,0,37
3,"Entire home/apt",42.3638599202099,-71.0534030520737,1,1,3,76,12,97,154,29
630,"Entire home/apt",42.3368471704545,-71.0868307026668,1,2,2,347,45,21,0,15
982,"Entire home/apt",42.3452340311979,-71.1003789404088,2,2,2,87,1,4,360,2
1,"Entire home/apt",42.357667649236,-71.070986794691,1,2,2,181,34,108,133,41
1,"Entire home/apt",42.3048433293264,-71.1062711582699,1,2,2,119,1,82,306,65
2,"Entire home/apt",42.360652686795,-71.0680035869789,2,2,2,145,1,14,93,44
4,"Private room",42.3890314757156,-71.0017694350896,1,1,1,246,1,1,293,0
9,"Entire home/apt",42.3094359699362,-71.0849751250042,3.5,3,5,247,2,56,361,2
4,"Private room",42.3128987338158,-71.1178474948767,1,1,1,87,2,61,309,2
1,"Entire home/apt",42.281527113367,-71.1367466868768,1,1,1,343,1,1,184,10
16,"Entire home/apt",42.3447620387887,-71.0988574323119,1,2,3,208,2,113,341,5
14,"Entire home/apt",42.36796047199,-71.0557292748236,1,1,1,42,1,77,337,323
4,"Private room",42.3213411836271,-71.1058859561833,1,1,1,310,24,3,328,70
3,"Entire home/apt",42.351725562874,-71.0864131390261,1.5,1,1,218,1,4,76,8
1,"Entire home/apt",42.2965384962369,-71.0753206193409,1,2,2,341,8,70,152,1
1,"Private room",42.3407640074789,-71.0515473780249,1,1,1,32,14,82,31,7
1,"Entire home/apt",42.3626287297791,-71.0537333453948,1,1,2,110,1,82,127,4
85,"Entire home/apt",42.3434127227963,-71.0760400813346,1,0,1,110,1,89,93,23
1,"Private room",42.3596807019319,-71.0685293371595,1,1,1,67,8,35,72,33
2,"Entire home/apt",42.3665029697376,-71.1478494776694,1,1,2,107,8,82,2,0
1,"Entire home/apt",42.3158877744957,-71.0419149677571,1,1,1,57,38,4,0,0
1,"Entire home/apt",42.2856244104178,-71.1351047413858,2.5,3,3,130,1,101,150,3
79,"Entire home/apt",42.3596544073542,-71.0704099520393,1,2,2,32,38,89,46,83
1,"Entire home/apt",42.3533515123077,-71.0781388062946,1,1,1,47,1,55,0,23
364,"Entire home/apt",42.3299781002793,-71.110711147611,1,0,1,34,2,4,347,0
1,"Entire home/apt",42.2465203163007,-71.1162317738424,1,0,1,342,24,65,3,57
1,"Private room",42.2894972965639,-71.0615586980923,1,1,1,261,1,1,13,14
24,"Private room",42.2882502101764,-71.066675072039,1,1,1,211,49,82,357,3
1,"Entire home/apt",42.3505305708789,-71.1282093663514,1,1,1,312,24,67,39,8
1,"Entire home/apt",42.2814136102294,-71.1333176519061,1,1,1,342,1,1,257,1
40,"Entire home/apt",42.3437169906714,-71.0572922529263,1,1,2,72,49,9,328,7
1,"Entire home/apt",42.3470049933442,-71.0724280663188,1,1,2,90,8,4,144,1
4,"Private room",42.2737076728112,-71.1183146675663,1,1,2,175,2,94,341,0
982,"Entire home/apt",42.3654862465306,-71.0681862702785,1,1,1,32,2,4,360,2
1,"Entire home/apt",42.3546482561862,-71.0637815447391,1,1,1,163,34,113,86,3
3,"Private room",42.3234499814847,-71.0854238401422,1.5,1,1,265,1,61,1,2
2,"Entire home/apt",42.3250487304867,-71.1062960870443,1,3,4,83,38,82,299,156
20,"Entire home/apt",42.361107026788,-71.0702926780151,1.5,2,2,231,47,24,334,121
2,"Entire home/apt",42.2912881624688,-71.1139600631237,2,4,3,66,49,4,4,46
30,"Private room",42.361045807419,-71.1421473391488,1,1,1,316,1,74,161,5
8,"Private room",42.3848611001389,-71.0780609287468,1,1,2,56,8,1,85,7
1,"Private room",42.3692590067046,-71.0361336948369,1,1,1,187,1,1,0,0
1,"Entire home/apt",42.3108638832153,-71.0681504388349,1,2,3,22,8,88,336,226
982,"Entire home/apt",42.343771877323,-71.1007830759659,1,1,1,216,1,4,0,0
982,"Entire home/apt",42.3429706578496,-71.0998116206391,1,1,1,36,1,4,357,0
85,"Entire home/apt",42.3432306210891,-71.0774871540045,1,0,1,110,1,89,171,9
79,"Entire home/apt",42.331058621951,-71.1188819040444,1,2,3,66,14,89,138,1
60,"Entire home/apt",42.3654559024144,-71.0547783660616,2,3,3,76,34,113,45,3
1,"Entire home/apt",42.2936965810216,-71.0543467054445,1,2,2,69,1,77,316,28
40,"Entire home/apt",42.3749991542414,-71.0577750146945,1,2,2,147,49,27,213,9
1,"Private room",42.3531815406362,-71.1729452284046,1,1,1,246,1,1,0,0
1,"Entire home/apt",42.3489291951356,-71.1644828915993,1,1,1,335,2,61,1,2
630,"Entire home/apt",42.3397132430521,-71.0496011121123,1,1,1,26,45,112,93,4
7,"Entire home/apt",42.3516249096319,-71.0659246168481,1,1,1,47,1,4,286,49
1,"Private room",42.3192652038532,-71.1132462381082,1,1,1,301,1,1,0,0
1,"Shared room",42.3510185208492,-71.0645494976412,1,1,2,348,1,1,361,9
1,"Entire home/apt",42.3475408402791,-71.0732858895985,1,1,1,57,8,55,39,0
79,"Entire home/apt",42.3506300852561,-71.0867545736635,1,0,2,62,14,74,63,52
1,"Entire home/apt",42.3518562675804,-71.0874307452182,1,2,1,247,45,82,90,0
1,"Private room",42.3347838134347,-71.0331037718844,1,1,1,8,1,1,0,1
630,"Entire home/apt",42.3390903652458,-71.1534624984033,1.5,2,2,15,45,22,31,3
1,"Entire home/apt",42.340536970144,-71.07174927428,1,1,1,110,1,1,54,23
4,"Private room",42.2821703812436,-71.1164843137903,1,1,1,296,1,55,247,4
630,"Entire home/apt",42.3544356934826,-71.0596594091887,1,1,1,36,45,113,103,15
6,"Entire home/apt",42.3486630798591,-71.0882224373305,1,2,2,188,14,24,3,26
1,"Entire home/apt",42.3663818798125,-71.0558786828885,1,1,1,52,1,61,0,6
2,"Entire home/apt",42.3247693254391,-71.0947598833765,1,2,2,42,49,88,0,6
630,"Entire home/apt",42.3456002661536,-71.1061990421576,1,1,2,66,45,10,84,5
1,"Entire home/apt",42.3419601422053,-71.1539719303985,1,1,1,93,45,99,164,6
1,"Entire home/apt",42.3404768924893,-71.0806494943611,1,1,1,103,7,67,41,3
25,"Entire home/apt",42.3822680618921,-71.0658359394857,1,1,1,360,1,117,0,15
49,"Private room",42.3500695424877,-71.1043877507817,1,1,1,32,2,61,31,0
1,"Private room",42.350474342085,-71.1410336228128,1,1,1,8,24,1,0,0
1,"Entire home/apt",42.2609006185885,-71.1577416726322,1,2,3,32,1,61,60,79
1,"Entire home/apt",42.3505059955657,-71.090236343156,1,1,1,83,2,74,4,9
1,"Private room",42.3676810049087,-71.0374435731262,1,2,1,309,1,1,0,0
7,"Private room",42.3185083975812,-71.0568866617656,1,1,2,8,14,67,195,123
2,"Private room",42.3177560295494,-71.0616766634156,1,1,1,15,1,61,0,83
4,"Entire home/apt",42.3427493125355,-71.0831652324239,1,2,2,247,49,4,320,26
1,"Entire home/apt",42.2990979570488,-71.051369442142,1.5,2,5,127,54,19,347,19
364,"Entire home/apt",42.3648408982119,-71.0676101246927,1,1,1,293,1,4,349,0
4,"Entire home/apt",42.3668217171566,-71.0395614720103,2,2,3,110,51,97,44,1
1,"Private room",42.3604082526702,-71.1243858965362,1,1,1,295,1,1,0,0
2,"Entire home/apt",42.3637744024467,-71.0300928920551,2,2,2,76,1,1,62,4
2,"Private room",42.3180389744798,-71.116873732503,1,1,1,326,2,4,55,20
24,"Private room",42.3043919466605,-71.0706212965608,1,1,1,187,49,82,295,8
3,"Private room",42.333681739623,-71.1015173184418,1,1,3,326,8,61,314,115
1,"Private room",42.366544071526,-71.0554114144032,1,1,1,8,2,55,20,11
1,"Private room",42.3335233284893,-71.1074398600198,1,1,1,57,1,1,24,1
1,"Entire home/apt",42.3118087520407,-71.1018776322234,2.5,3,3,140,8,74,160,8
1,"Private room",42.3458584583608,-71.0895827066127,1,1,1,326,1,1,0,14
6,"Private room",42.3414574183976,-71.0764060985842,1.5,1,1,64,14,77,165,131
79,"Entire home/apt",42.3483677797901,-71.0904662125987,1,1,2,8,24,85,283,36
3,"Private room",42.2699870146376,-71.1164940573854,1,1,1,326,1,55,61,26
1,"Private room",42.3540567449055,-71.1273726843897,1,1,1,301,1,1,0,1
1,"Private room",42.3486539577084,-71.0867531560034,1,1,1,163,1,1,75,45
1,"Shared room",42.3068796497014,-71.1123178377695,1,1,1,326,1,1,320,10
364,"Entire home/apt",42.3291127135437,-71.1126267218243,1,0,1,26,2,4,354,0
1,"Entire home/apt",42.3828829861475,-71.0678433847455,1,2,2,83,1,1,0,5
2,"Private room",42.3621080648055,-71.1449738202969,1,1,1,256,2,3,2,25
2,"Entire home/apt",42.2899343103176,-71.049448805372,1,2,3,86,51,104,349,8
1,"Private room",42.3518235566904,-71.1738077869403,1,1,1,335,2,3,326,7
630,"Entire home/apt",42.343931201199,-71.0973181592135,1.5,1,1,360,45,112,90,5
3,"Private room",42.3294537608908,-71.0930898619186,1,1,1,348,27,61,2,45
1,"Entire home/apt",42.306063935665,-71.1151605390213,1,2,2,52,45,101,0,5
1,"Entire home/apt",42.3422868526756,-71.1551568757217,1,1,2,17,34,4,337,17
1,"Entire home/apt",42.3650912728506,-71.0555253408761,1,1,1,140,1,74,0,1
6,"Private room",42.3094960541221,-71.0623161785282,2,1,2,313,14,80,303,18
14,"Entire home/apt",42.3573605549607,-71.156877100487,2,4,4,296,1,1,93,6
1,"Entire home/apt",42.3581960074886,-71.0709788190811,1,1,1,57,1,1,0,0
2,"Private room",42.3659029155929,-71.0366239284597,1,2,1,1,2,81,270,3
339,"Entire home/apt",42.351526673879,-71.0600035097666,2,2,3,238,1,4,0,3
982,"Entire home/apt",42.3430057947585,-71.0977827466084,2,2,2,106,2,4,360,0
3,"Private room",42.353013440895,-71.0632793014167,1,0,1,110,1,1,172,0
11,"Entire home/apt",42.2911807680638,-71.1531622688653,1,3,4,32,27,47,134,7
182,"Entire home/apt",42.3225505755557,-71.06004373753,1,3,3,156,2,47,172,0
13,"Entire home/apt",42.3592486585605,-71.0655583697357,1,1,1,37,3,36,288,4
4,"Private room",42.3345641122103,-71.0312212130065,1,1,1,17,2,70,154,18
9,"Private room",42.3591373296064,-71.130052111697,2,1,1,326,8,70,333,87
3,"Entire home/apt",42.349230360323,-71.1299000724491,1,1,2,8,1,1,3,85
364,"Entire home/apt",42.345251410407,-71.0976359555948,2,2,2,336,1,4,342,1
2,"Private room",42.3477667217919,-71.0931004753584,1,1,1,77,1,1,0,12
20,"Entire home/apt",42.3604332447777,-71.0713430078093,2,4,5,302,54,56,328,101
1,"Private room",42.3199830368348,-71.0432626943039,1,1,1,301,14,61,22,1
1,"Entire home/apt",42.3374478619184,-71.1166247938187,1,1,2,130,24,97,92,0
1,"Entire home/apt",42.3452953052084,-71.0717909513081,1,2,2,99,1,61,5,3
1,"Private room",42.3720800495701,-71.0319830864257,1,1,1,331,1,1,324,225
339,"Entire home/apt",42.3465544490473,-71.0782034265307,1,1,2,154,1,4,79,3
1,"Entire home/apt",42.3414095926886,-71.0973036241585,1,2,2,45,2,3,0,6
4,"Private room",42.3545578520346,-71.1409669288514,1,2,4,119,1,81,309,2
1,"Entire home/apt",42.3825040067423,-71.0329535457868,1,1,1,35,8,1,12,2
2,"Entire home/apt",42.3432230818704,-71.072110850338,1,1,1,67,1,1,0,5
1,"Private room",42.3221724956707,-71.1146511172236,2,1,2,8,2,55,34,20
1,"Entire home/apt",42.3069277165609,-71.107893860945,1,2,4,127,45,88,87,18
5,"Entire home/apt",42.358460135348,-71.0632699220211,1,0,1,83,2,97,277,179
1,"Entire home/apt",42.3439879255287,-71.0823202631874,1,1,1,147,24,4,0,3
4,"Private room",42.3261081969338,-71.0818129483563,1,1,1,305,1,35,343,188
2,"Private room",42.3692284246953,-71.0371083386136,1,1,1,334,1,1,143,2
3,"Private room",42.2789682219763,-71.136714556176,1.5,1,1,271,2,2,278,16
982,"Entire home/apt",42.3434933360247,-71.1005616957488,1,1,1,36,1,4,360,0
1,"Entire home/apt",42.3593429019674,-71.0687985555603,1,1,2,57,1,1,0,0
30,"Private room",42.3587434533544,-71.140004628885,3,1,1,316,1,74,132,37
85,"Entire home/apt",42.3494067484864,-71.0834596846533,1,0,1,110,1,97,143,25
3,"Private room",42.3144138085665,-71.1023992115903,1,1,1,276,1,67,347,0
2,"Private room",42.3446708175969,-71.1420500056668,1,1,1,310,1,55,350,12
4,"Private room",42.2845122098246,-71.1362580468337,1,1,2,314,1,35,345,69
2,"Private room",42.3516424274147,-71.0611771487427,1,1,1,17,1,1,81,2
2,"Private room",42.3545094843907,-71.1293435056309,1,1,1,198,1,1,0,0
339,"Entire home/apt",42.3467622185908,-71.0799506557853,1,2,3,218,1,4,84,15
49,"Entire home/apt",42.3417558887265,-71.0749588392188,1,0,1,52,2,113,5,1
6,"Entire home/apt",42.2820123275685,-71.1279605321989,1,5,11,110,49,36,358,18
1,"Private room",42.3517748959806,-71.1410653107902,2,1,1,248,1,61,0,2
2,"Entire home/apt",42.3420737816184,-71.0892498886496,1,0,1,16,1,1,0,14
5,"Entire home/apt",42.3519590857241,-71.0637122432793,1,2,5,136,27,74,27,4
9,"Entire home/apt",42.3434155554884,-71.0795159707267,1,0,1,125,1,1,95,58
2,"Entire home/apt",42.358615608722,-71.0627966175185,1,1,1,67,45,12,150,24
28,"Private room",42.3459781384573,-71.1510067460955,2,1,2,360,2,2,333,30
1,"Private room",42.3132686648833,-71.1118547354084,1,1,1,304,2,45,92,0
1,"Entire home/apt",42.3610481951334,-71.065934218717,1,1,1,110,1,82,0,65
13,"Entire home/apt",42.3588916285603,-71.0616625893544,1,0,1,83,3,56,278,11
1,"Shared room",42.3441249826317,-71.0704830352942,1,1,1,355,1,1,65,124
1,"Private room",42.3419966465335,-71.0538718722764,1,1,1,80,1,77,290,24
1,"Private room",42.2862408218674,-71.1343739645716,1,1,1,310,58,3,353,49
1,"Entire home/apt",42.289798717064,-71.0561259634738,1,2,3,84,2,82,147,4
49,"Entire home/apt",42.3456080267168,-71.0733416884793,1,0,1,78,2,61,7,2
1,"Private room",42.320165756093,-71.0448142282066,1,1,1,301,8,35,278,11
9,"Entire home/apt",42.3638874764413,-71.0519916863947,1,2,3,36,49,113,290,99
1,"Entire home/apt",42.3450308085618,-71.0734051321117,1,1,1,163,1,82,32,5
2,"Private room",42.3373748339398,-71.0681628115511,1,1,1,335,24,55,353,4
182,"Entire home/apt",42.3773867390544,-71.0604406209595,2.5,3,4,249,2,36,171,0
982,"Entire home/apt",42.3437489153809,-71.0988281081972,1,1,1,33,1,4,351,2
2,"Private room",42.3572879947322,-71.1528741064134,1,1,1,268,2,35,64,37
364,"Entire home/apt",42.3639985438126,-71.0653346542444,2,2,1,79,2,4,357,0
1,"Entire home/apt",42.3523543740463,-71.0470453175644,1,0,1,78,16,82,0,1
2,"Private room",42.3566807388803,-71.0715580820407,1,1,1,37,24,89,343,82
1,"Entire home/apt",42.3476378417909,-71.1330429100305,1,1,2,66,8,82,0,22
1,"Entire home/apt",42.3100542470542,-71.1071151881701,2,2,2,83,24,67,0,3
1,"Private room",42.3047490575282,-71.0752055212077,2.5,1,1,262,2,35,154,1
5,"Entire home/apt",42.3317479278483,-71.0522652307886,1,3,8,57,49,56,333,0
2,"Entire home/apt",42.3306247203135,-71.0555796691249,1,1,1,57,8,61,298,154
1,"Private room",42.3758828349499,-71.0597371488913,1,1,1,110,1,1,0,2
1,"Private room",42.3666496091728,-71.0378679479571,1,1,2,319,2,35,234,150
6,"Private room",42.3294676345788,-71.0934114426334,2,1,2,326,2,3,156,21
1,"Private room",42.3308610602763,-71.100330683693,1,1,2,360,1,1,0,3
3,"Entire home/apt",42.3549055766776,-71.073228606993,2.5,3,3,188,3,68,364,1
3,"Private room",42.2446815348078,-71.1218932697157,1,1,1,258,8,74,357,1
37,"Entire home/apt",42.3896527732162,-71.0079846190073,1,3,3,154,1,67,12,0
2,"Entire home/apt",42.3380740330719,-71.0510076569555,1,1,2,42,38,97,252,6
1,"Entire home/apt",42.3787695935503,-71.0315513280948,1,1,2,26,2,74,0,4
364,"Entire home/apt",42.3432945158986,-71.1004519388075,2,2,2,300,1,4,361,0
40,"Entire home/apt",42.3480004399718,-71.0855215873804,1,1,2,152,49,9,312,18
9,"Entire home/apt",42.359866258869,-71.0672010269571,1,2,2,125,34,97,242,227
364,"Entire home/apt",42.3446369977177,-71.1006372724758,2,2,2,300,1,4,361,0
3,"Entire home/apt",42.3705649435757,-71.0394152131659,1,3,4,150,1,1,139,0
